"state","name","city","country","lat","lng","description","wndfinder_link","stat[]"
"true","Lake Pontchartrain ","Fort Pike, Slidell","Louisiana (USA)","30.1799","","A mixture of sand and grass. Lots of space.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us76","[{:month=>1, :stat=>40}, {:month=>2, :stat=>41}, {:month=>3, :stat=>42}, {:month=>4, :stat=>49}, {:month=>5, :stat=>36}, {:month=>6, :stat=>23}, {:month=>7, :stat=>20}, {:month=>8, :stat=>22}, {:month=>9, :stat=>26}, {:month=>10, :stat=>34}, {:month=>11, :stat=>36}, {:month=>12, :stat=>38}]"
"true","Pine Point Beach ","Scarborough, Old Orchard Beach","Maine (USA)","43.5404","","The beach runs from the sandbar/jetty westward (to the right as you look out over the water), curving around to the south. High tide is extremely tight, must be very skilled at going upwind to get away from the shore break. At low tide plenty of beach and shallow water - best time for learning.The beach is crowded from the end of June through mid-August - especially on weekends. Often not enough space to launch, especially at high tide. However, the crowds tend to thin after 5 pm, and when the tide goes out there may be enough room for more experienced riders to launch. Setting up near the parking lot is never a good idea: pedestrian traffic year-round.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us584","[{:month=>1, :stat=>2}, {:month=>2, :stat=>2}, {:month=>3, :stat=>3}, {:month=>4, :stat=>1}, {:month=>5, :stat=>1}, {:month=>6, :stat=>0}, {:month=>7, :stat=>0}, {:month=>8, :stat=>1}, {:month=>9, :stat=>0}, {:month=>10, :stat=>2}, {:month=>11, :stat=>2}, {:month=>12, :stat=>3}]"
"true","Crescent Beach State Park ","Cape Elizabeth","Maine (USA)","43.5643","","Nice sandy bay, gets packed during summer.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us584","[{:month=>1, :stat=>2}, {:month=>2, :stat=>2}, {:month=>3, :stat=>3}, {:month=>4, :stat=>1}, {:month=>5, :stat=>1}, {:month=>6, :stat=>0}, {:month=>7, :stat=>0}, {:month=>8, :stat=>1}, {:month=>9, :stat=>0}, {:month=>10, :stat=>2}, {:month=>11, :stat=>2}, {:month=>12, :stat=>3}]"
"true","Roque Bluffs State Park ","Bangor, Roque Bluffs","Maine (USA)","44.6105","","Beach is sandy in some areas, pebbles in others. Some larger rocks. The power line and rose bushes near the high tide line means you will want to launch/land near low tide if possible. (The water will get very close to the bushes at high tide.) Not overly crowded even on a summer weekend. A beautiful bay, but cold.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us586","[{:month=>1, :stat=>65}, {:month=>2, :stat=>50}, {:month=>3, :stat=>62}, {:month=>4, :stat=>48}, {:month=>5, :stat=>53}, {:month=>6, :stat=>39}, {:month=>7, :stat=>32}, {:month=>8, :stat=>41}, {:month=>9, :stat=>49}, {:month=>10, :stat=>60}, {:month=>11, :stat=>62}, {:month=>12, :stat=>54}]"
"true","Moose Point State Park ","Belfast, Searsport","Maine (USA)","44.4323","","Small rocky access, but bigger grassy area for rigging. Also many trees. Note that if you launch from the grass, you'll have to walk a bit and go down some stairs and then across the rocky shore. There is lots of poison ivy between the grass and the shore. This is a challenging place to launch, not recommended if you can avoid it. If you plan to launch or land on the shore (not recommended), you will need to do so near low tide. At high tide the water nearly reaches the trees.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us582","[{:month=>1, :stat=>1}, {:month=>2, :stat=>1}, {:month=>3, :stat=>1}, {:month=>4, :stat=>1}, {:month=>5, :stat=>1}, {:month=>6, :stat=>0}, {:month=>7, :stat=>0}, {:month=>8, :stat=>1}, {:month=>9, :stat=>0}, {:month=>10, :stat=>1}, {:month=>11, :stat=>1}, {:month=>12, :stat=>1}]"
"true","Willard Beach ","South Portland, Knightville","Maine (USA)","43.6442","","600 yards long beach, narrower on high tide, wider on low tide. Rocks on both ends of the beach.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us583","[{:month=>1, :stat=>4}, {:month=>2, :stat=>3}, {:month=>3, :stat=>3}, {:month=>4, :stat=>3}, {:month=>5, :stat=>1}, {:month=>6, :stat=>1}, {:month=>7, :stat=>0}, {:month=>8, :stat=>0}, {:month=>9, :stat=>0}, {:month=>10, :stat=>1}, {:month=>11, :stat=>1}, {:month=>12, :stat=>1}]"
"true","Kent Island ","Stevensville","Maryland (USA)","38.9989","","It is a narrow beach that faces West. There is room to rig and launch your kite. Not a beach for hanging out, so there will not be sunbathers there. Bugs are there when it is warm.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us495","[{:month=>1, :stat=>20}, {:month=>2, :stat=>18}, {:month=>3, :stat=>21}, {:month=>4, :stat=>17}, {:month=>5, :stat=>11}, {:month=>6, :stat=>6}, {:month=>7, :stat=>4}, {:month=>8, :stat=>3}, {:month=>9, :stat=>5}, {:month=>10, :stat=>11}, {:month=>11, :stat=>18}, {:month=>12, :stat=>19}]"
"true","Mayo ","Mayo","Maryland (USA)","38.8945","","Nice grassy set-up area. Launching is tricky because of multiple piers. Please take your kite out into the water at the north end of the beach before assisted or self (""drift"") launch. Do not launch your kite toward shore. Yield to windsurfers. They were there first.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us161","[{:month=>1, :stat=>49}, {:month=>2, :stat=>49}, {:month=>3, :stat=>52}, {:month=>4, :stat=>54}, {:month=>5, :stat=>43}, {:month=>6, :stat=>37}, {:month=>7, :stat=>32}, {:month=>8, :stat=>31}, {:month=>9, :stat=>44}, {:month=>10, :stat=>49}, {:month=>11, :stat=>51}, {:month=>12, :stat=>50}]"
"true","Sandy Point State Park ","Annapolis","Maryland (USA)","39.0139","","Busy with fisherman all year, but gets really busy Memorial Day through Labor Day. Location marked is the small craft launch area. Jetties right down wind. You can walk further North to leave further up wind. Sill Jetties and kind of side off shore due to shape of the point.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us495","[{:month=>1, :stat=>20}, {:month=>2, :stat=>18}, {:month=>3, :stat=>21}, {:month=>4, :stat=>17}, {:month=>5, :stat=>11}, {:month=>6, :stat=>6}, {:month=>7, :stat=>4}, {:month=>8, :stat=>3}, {:month=>9, :stat=>5}, {:month=>10, :stat=>11}, {:month=>11, :stat=>18}, {:month=>12, :stat=>19}]"
"true","Bay Front Park ","Chesapeake Beach","Maryland (USA)","38.6787","","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us161","[{:month=>1, :stat=>49}, {:month=>2, :stat=>49}, {:month=>3, :stat=>52}, {:month=>4, :stat=>54}, {:month=>5, :stat=>43}, {:month=>6, :stat=>37}, {:month=>7, :stat=>32}, {:month=>8, :stat=>31}, {:month=>9, :stat=>44}, {:month=>10, :stat=>49}, {:month=>11, :stat=>51}, {:month=>12, :stat=>50}]"
"true","Claiborne Landing ","St. Michaels","Maryland (USA)","38.8368","","Small beach in between the jetties can walk way out and drift launch.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us161","[{:month=>1, :stat=>49}, {:month=>2, :stat=>49}, {:month=>3, :stat=>52}, {:month=>4, :stat=>54}, {:month=>5, :stat=>43}, {:month=>6, :stat=>37}, {:month=>7, :stat=>32}, {:month=>8, :stat=>31}, {:month=>9, :stat=>44}, {:month=>10, :stat=>49}, {:month=>11, :stat=>51}, {:month=>12, :stat=>50}]"
"true","Queenstown Inlet ","Centerville","Maryland (USA)","38.9975","","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us495","[{:month=>1, :stat=>20}, {:month=>2, :stat=>18}, {:month=>3, :stat=>21}, {:month=>4, :stat=>17}, {:month=>5, :stat=>11}, {:month=>6, :stat=>6}, {:month=>7, :stat=>4}, {:month=>8, :stat=>3}, {:month=>9, :stat=>5}, {:month=>10, :stat=>11}, {:month=>11, :stat=>18}, {:month=>12, :stat=>19}]"
"true","Fort Smallwood Park ","Riviera Beach","Maryland (USA)","39.1643","","Jetties spaced down the beach. Some debris on the beach as well. Can walk out just past the jetties to launch. Lots of fisherman off the rocks nearby so stay away from them.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us183","[{:month=>1, :stat=>22}, {:month=>2, :stat=>21}, {:month=>3, :stat=>23}, {:month=>4, :stat=>21}, {:month=>5, :stat=>12}, {:month=>6, :stat=>12}, {:month=>7, :stat=>7}, {:month=>8, :stat=>6}, {:month=>9, :stat=>9}, {:month=>10, :stat=>15}, {:month=>11, :stat=>16}, {:month=>12, :stat=>19}]"
"true","Kent Island ","Stevensville","Maryland (USA)","38.9575","","Avoid the beach when crowed with swimmers and beach goers.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us495","[{:month=>1, :stat=>20}, {:month=>2, :stat=>18}, {:month=>3, :stat=>21}, {:month=>4, :stat=>17}, {:month=>5, :stat=>11}, {:month=>6, :stat=>6}, {:month=>7, :stat=>4}, {:month=>8, :stat=>3}, {:month=>9, :stat=>5}, {:month=>10, :stat=>11}, {:month=>11, :stat=>18}, {:month=>12, :stat=>19}]"
"true","Revere Beach ","Nahant, Lynn, Revere","Massachusetts (USA)","42.4252","","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us195","[{:month=>1, :stat=>44}, {:month=>2, :stat=>46}, {:month=>3, :stat=>49}, {:month=>4, :stat=>50}, {:month=>5, :stat=>38}, {:month=>6, :stat=>36}, {:month=>7, :stat=>29}, {:month=>8, :stat=>27}, {:month=>9, :stat=>34}, {:month=>10, :stat=>40}, {:month=>11, :stat=>38}, {:month=>12, :stat=>41}]"
"true","West Dennis Beach ","Hyannis, West Dennis","Massachusetts (USA)","41.6489","","Beach is mostly sand with a few shells and rocks here and there but not enough that you need to wear booties. This beach is long, maybe a mile going East to West but is good sand, although you can get lots of seaweed if it blows hard from the SE.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us193","[{:month=>1, :stat=>39}, {:month=>2, :stat=>42}, {:month=>3, :stat=>48}, {:month=>4, :stat=>44}, {:month=>5, :stat=>32}, {:month=>6, :stat=>32}, {:month=>7, :stat=>25}, {:month=>8, :stat=>25}, {:month=>9, :stat=>31}, {:month=>10, :stat=>35}, {:month=>11, :stat=>39}, {:month=>12, :stat=>33}]"
"true","Pleasure Bay ","Boston","Massachusetts (USA)","42.334","","Beach is around approximately 2/3rds of the enclosed area. A sailing center is downwind and there are two dam like openings, in the wall, through which the tide flows through. When the tide is outgoing, you need to stay well clear of this area. Launching is tight but there is enough room. Good quality sand. The beach is tight at high tide. Launch is at southwest corner of the bay. Launching can be tricky here and is not for beginners. Assisted launching is highly recommended even for advanced riders. Completely enclosed, it is a half mile circle. This is not a beginner spot. If you can't self rescue, self land, and stay upwind you should not ride here, period.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us195","[{:month=>1, :stat=>44}, {:month=>2, :stat=>46}, {:month=>3, :stat=>49}, {:month=>4, :stat=>50}, {:month=>5, :stat=>38}, {:month=>6, :stat=>36}, {:month=>7, :stat=>29}, {:month=>8, :stat=>27}, {:month=>9, :stat=>34}, {:month=>10, :stat=>40}, {:month=>11, :stat=>38}, {:month=>12, :stat=>41}]"
"true","Chapin Beach ","Yarmouth","Massachusetts (USA)","41.7333","","Nice sandy beach with enough room to launch and land kites. One obstruction is the ramp that allows 4WD vehicles to drive down on to the west end of the beach.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us472","[{:month=>1, :stat=>36}, {:month=>2, :stat=>22}, {:month=>3, :stat=>37}, {:month=>4, :stat=>30}, {:month=>5, :stat=>18}, {:month=>6, :stat=>8}, {:month=>7, :stat=>9}, {:month=>8, :stat=>3}, {:month=>9, :stat=>16}, {:month=>10, :stat=>22}, {:month=>11, :stat=>28}, {:month=>12, :stat=>43}]"
"true","Dog Beach ","Nahant, Revere","Massachusetts (USA)","42.4318","","The beach is somewhat dirty with debris, from tires to rusted old drainage pipes. There is a rock jetty on the dry part of the beach. You may not be able to kite at high tide as the tide comes right up to the rock barrier. Sand is pebbly in some spots, not a lot a launch except at mid to low tide. Bystanders with dogs.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us195","[{:month=>1, :stat=>44}, {:month=>2, :stat=>46}, {:month=>3, :stat=>49}, {:month=>4, :stat=>50}, {:month=>5, :stat=>38}, {:month=>6, :stat=>36}, {:month=>7, :stat=>29}, {:month=>8, :stat=>27}, {:month=>9, :stat=>34}, {:month=>10, :stat=>40}, {:month=>11, :stat=>38}, {:month=>12, :stat=>41}]"
"true","Coffin","Gloucester, Rockport","Massachusetts (USA)","42.6589","","Sandy beach and enough space to launch and land the kite. 1-1.5 mile long North facing, sandwiched between the mouth of the Essex and Annisquam rivers. During summer the beach can get a little bit crowded with tourists. Summer weekends probably not a good idea unless early AM or later PM runs, given people and occasional boat traffic.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us487","[{:month=>1, :stat=>9}, {:month=>2, :stat=>9}, {:month=>3, :stat=>10}, {:month=>4, :stat=>5}, {:month=>5, :stat=>2}, {:month=>6, :stat=>1}, {:month=>7, :stat=>1}, {:month=>8, :stat=>0}, {:month=>9, :stat=>1}, {:month=>10, :stat=>4}, {:month=>11, :stat=>6}, {:month=>12, :stat=>8}]"
"true","Long Beach ","Lynn","Massachusetts (USA)","42.4485","","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us195","[{:month=>1, :stat=>44}, {:month=>2, :stat=>46}, {:month=>3, :stat=>49}, {:month=>4, :stat=>50}, {:month=>5, :stat=>38}, {:month=>6, :stat=>36}, {:month=>7, :stat=>29}, {:month=>8, :stat=>27}, {:month=>9, :stat=>34}, {:month=>10, :stat=>40}, {:month=>11, :stat=>38}, {:month=>12, :stat=>41}]"
"true","Pleasant Bay ","Harwich, Chatham","Massachusetts (USA)","41.7258","","The beach is not that wide but due to the winds it works in and the shallowness of the water near shore a launch here is relatively safe. No rocks, some pebbly areas upwind and some moored boats. No concrete, lifeguards, unregulated public access.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us194","[{:month=>1, :stat=>22}, {:month=>2, :stat=>26}, {:month=>3, :stat=>27}, {:month=>4, :stat=>27}, {:month=>5, :stat=>16}, {:month=>6, :stat=>11}, {:month=>7, :stat=>7}, {:month=>8, :stat=>8}, {:month=>9, :stat=>12}, {:month=>10, :stat=>20}, {:month=>11, :stat=>17}, {:month=>12, :stat=>19}]"
"true","Kalmus Beach ","Hyannis","Massachusetts (USA)","41.6345","","White sandy beach but tends to get seaweed accumulations into August and September. The beach is fairly deep so there is ample room to launch kites.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us193","[{:month=>1, :stat=>39}, {:month=>2, :stat=>42}, {:month=>3, :stat=>48}, {:month=>4, :stat=>44}, {:month=>5, :stat=>32}, {:month=>6, :stat=>32}, {:month=>7, :stat=>25}, {:month=>8, :stat=>25}, {:month=>9, :stat=>31}, {:month=>10, :stat=>35}, {:month=>11, :stat=>39}, {:month=>12, :stat=>33}]"
"true","Corporation Beach ","Yarmouth","Massachusetts (USA)","41.7513","","Sandy beach. At high tide small beach and tricky launch area.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us472","[{:month=>1, :stat=>36}, {:month=>2, :stat=>22}, {:month=>3, :stat=>37}, {:month=>4, :stat=>30}, {:month=>5, :stat=>18}, {:month=>6, :stat=>8}, {:month=>7, :stat=>9}, {:month=>8, :stat=>3}, {:month=>9, :stat=>16}, {:month=>10, :stat=>22}, {:month=>11, :stat=>28}, {:month=>12, :stat=>43}]"
"true","Isla Blanca ","Cancun","Mexico","21.3227","","Small beach at the camp site requires that all kiters roll up their lines when not on the water. Assisted launches recommended. Beginners and intermediates need only walk into the lake in ankle deep water with their assistant for safe launches.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=mx5","[{:month=>1, :stat=>23}, {:month=>2, :stat=>29}, {:month=>3, :stat=>44}, {:month=>4, :stat=>50}, {:month=>5, :stat=>46}, {:month=>6, :stat=>34}, {:month=>7, :stat=>21}, {:month=>8, :stat=>19}, {:month=>9, :stat=>19}, {:month=>10, :stat=>15}, {:month=>11, :stat=>15}, {:month=>12, :stat=>21}]"
"true","Tulum ","Tulum","Mexico","20.2045","","The beach is one of the most beautiful of the Riviera Maya, nice and soft, white sand. Narrow beach with trees and fence close by. No rocks, shells, few peoples, no grass, no concrete, many different entry and exit points. Never too busy only during Semana Santa and Christmas.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=mx4","[{:month=>1, :stat=>35}, {:month=>2, :stat=>33}, {:month=>3, :stat=>48}, {:month=>4, :stat=>46}, {:month=>5, :stat=>44}, {:month=>6, :stat=>33}, {:month=>7, :stat=>28}, {:month=>8, :stat=>26}, {:month=>9, :stat=>21}, {:month=>10, :stat=>26}, {:month=>11, :stat=>30}, {:month=>12, :stat=>30}]"
"true","Xpu Ha ","Playa Del Carmen, Tulum","Mexico","20.4704","","Soft, white sand. Beach is wide enough to launch. The sand in Xpu Ha is white sand.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=mx4","[{:month=>1, :stat=>35}, {:month=>2, :stat=>33}, {:month=>3, :stat=>48}, {:month=>4, :stat=>46}, {:month=>5, :stat=>44}, {:month=>6, :stat=>33}, {:month=>7, :stat=>28}, {:month=>8, :stat=>26}, {:month=>9, :stat=>21}, {:month=>10, :stat=>26}, {:month=>11, :stat=>30}, {:month=>12, :stat=>30}]"
"true","La Ventana ","La Ventana, El Sargento","Mexico","24.0707","","A huge beach with lots of options. Some spots are a little small like Kitebeach in Maui but are very safe with safe launching techniques. Huge downwind catch beach, no getting blown out to sea. Sandy beach by the campground and at the southern end, rocks and urchins in between.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=mx1","[{:month=>1, :stat=>19}, {:month=>2, :stat=>17}, {:month=>3, :stat=>16}, {:month=>4, :stat=>14}, {:month=>5, :stat=>14}, {:month=>6, :stat=>15}, {:month=>7, :stat=>12}, {:month=>8, :stat=>10}, {:month=>9, :stat=>8}, {:month=>10, :stat=>7}, {:month=>11, :stat=>14}, {:month=>12, :stat=>19}]"
"true","Puerto Morelos ","Puerto Morelos","Mexico","20.8528","","White sandy beach, not very wide. OK for launching and landing the kite.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=mx5","[{:month=>1, :stat=>23}, {:month=>2, :stat=>29}, {:month=>3, :stat=>44}, {:month=>4, :stat=>50}, {:month=>5, :stat=>46}, {:month=>6, :stat=>34}, {:month=>7, :stat=>21}, {:month=>8, :stat=>19}, {:month=>9, :stat=>19}, {:month=>10, :stat=>15}, {:month=>11, :stat=>15}, {:month=>12, :stat=>21}]"
"true","Isla Holbox ","Isla Holbox, Chiquila","Mexico","21.5296","","Nice white sandy beaches with some very nice shells, there are no hidden rocks under water. The Kite launch area is just past Las Nubes Hotel. The beach is quite small so please be considerate when rigging kites and taking a break.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=mx5","[{:month=>1, :stat=>23}, {:month=>2, :stat=>29}, {:month=>3, :stat=>44}, {:month=>4, :stat=>50}, {:month=>5, :stat=>46}, {:month=>6, :stat=>34}, {:month=>7, :stat=>21}, {:month=>8, :stat=>19}, {:month=>9, :stat=>19}, {:month=>10, :stat=>15}, {:month=>11, :stat=>15}, {:month=>12, :stat=>21}]"
"true","Cancun Main Beach ","Cancun","Mexico","21.0948","","Cancun has beautiful white sanded beaches. Be careful with lots of sunbathers.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=mx5","[{:month=>1, :stat=>23}, {:month=>2, :stat=>29}, {:month=>3, :stat=>44}, {:month=>4, :stat=>50}, {:month=>5, :stat=>46}, {:month=>6, :stat=>34}, {:month=>7, :stat=>21}, {:month=>8, :stat=>19}, {:month=>9, :stat=>19}, {:month=>10, :stat=>15}, {:month=>11, :stat=>15}, {:month=>12, :stat=>21}]"
"true","Puerto Progreso ","Puerto Progreso","Mexico","21.282","","The best beach for kiting is known as 'El Play-on'. It is about 3-4 kms to the west from the Cargo Pier; there is plenty space for launching and also you may find always kiters that can help you with assistance. It is a very wide open sandy beach, with a little bit of shells at places, not very big though.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=mx22","[{:month=>1, :stat=>31}, {:month=>2, :stat=>36}, {:month=>3, :stat=>51}, {:month=>4, :stat=>44}, {:month=>5, :stat=>42}, {:month=>6, :stat=>31}, {:month=>7, :stat=>21}, {:month=>8, :stat=>20}, {:month=>9, :stat=>15}, {:month=>10, :stat=>21}, {:month=>11, :stat=>26}, {:month=>12, :stat=>29}]"
"true","Nude ","Puerto Morelos","Mexico","20.8938","","Soft sandy beach. Can be a bit trashy as Cancun and Cozumel trash blown in.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=mx5","[{:month=>1, :stat=>23}, {:month=>2, :stat=>29}, {:month=>3, :stat=>44}, {:month=>4, :stat=>50}, {:month=>5, :stat=>46}, {:month=>6, :stat=>34}, {:month=>7, :stat=>21}, {:month=>8, :stat=>19}, {:month=>9, :stat=>19}, {:month=>10, :stat=>15}, {:month=>11, :stat=>15}, {:month=>12, :stat=>21}]"
"true","Los Barriles ","Los Cabos","Mexico","23.647","","10 miles long, wide open, sandy beach with some rocks and sand at the north beach.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=mx2","[{:month=>1, :stat=>22}, {:month=>2, :stat=>25}, {:month=>3, :stat=>34}, {:month=>4, :stat=>38}, {:month=>5, :stat=>41}, {:month=>6, :stat=>45}, {:month=>7, :stat=>43}, {:month=>8, :stat=>33}, {:month=>9, :stat=>25}, {:month=>10, :stat=>16}, {:month=>11, :stat=>19}, {:month=>12, :stat=>20}]"
"true","Lake St","Mt. Clemons, Harrison","Michigan (USA)","42.5713","","Launch and land in the `Day Sail Launch` area. The launch and landing area is grassy. The launch and landing area is very small with trees and cars very close. You have to walk your kite out straight above you because two tall trees are to the left and right of you where you walk out onto the water. You launch right next to your car. There's also numerous trees close by. Chunks of concrete line the shore.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us276","[{:month=>1, :stat=>34}, {:month=>2, :stat=>30}, {:month=>3, :stat=>35}, {:month=>4, :stat=>39}, {:month=>5, :stat=>24}, {:month=>6, :stat=>23}, {:month=>7, :stat=>15}, {:month=>8, :stat=>17}, {:month=>9, :stat=>18}, {:month=>10, :stat=>30}, {:month=>11, :stat=>33}, {:month=>12, :stat=>31}]"
"true","Lake Michigan ","St. Joseph","Michigan (USA)","42.1118","","Nice sand without shells or anything else. Crowded in summer on the main beach. Special kite area in summer.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us356","[{:month=>1, :stat=>46}, {:month=>2, :stat=>40}, {:month=>3, :stat=>27}, {:month=>4, :stat=>30}, {:month=>5, :stat=>16}, {:month=>6, :stat=>14}, {:month=>7, :stat=>13}, {:month=>8, :stat=>14}, {:month=>9, :stat=>18}, {:month=>10, :stat=>33}, {:month=>11, :stat=>40}, {:month=>12, :stat=>40}]"
"true","Lake Michigan ","Empire","Michigan (USA)","44.7633","","This is a very secluded beautiful beach. On a Northwest you have a huge arching coastline that no matter what goes wrong you will eventually end up at. Pure sand bottom and plenty of room for tons of riders. Very good spot for beginners.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us539","[{:month=>1, :stat=>6}, {:month=>2, :stat=>5}, {:month=>3, :stat=>3}, {:month=>4, :stat=>3}, {:month=>5, :stat=>2}, {:month=>6, :stat=>1}, {:month=>7, :stat=>0}, {:month=>8, :stat=>1}, {:month=>9, :stat=>2}, {:month=>10, :stat=>4}, {:month=>11, :stat=>5}, {:month=>12, :stat=>6}]"
"true","Lake Michigan ","South Haven","Michigan (USA)","42.4001","","Can get crowded in the summer with tourists. South Beach has food, bathrooms, and showers about 150m from the beach.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us290","[{:month=>1, :stat=>58}, {:month=>2, :stat=>54}, {:month=>3, :stat=>51}, {:month=>4, :stat=>55}, {:month=>5, :stat=>41}, {:month=>6, :stat=>35}, {:month=>7, :stat=>28}, {:month=>8, :stat=>33}, {:month=>9, :stat=>39}, {:month=>10, :stat=>55}, {:month=>11, :stat=>64}, {:month=>12, :stat=>57}]"
"true","Lake Michigan ","Elk Rapids","Michigan (USA)","44.8639","","Petobego Natural area, sandbars and sandy areas to rig. But only, if you have special permission by the land owners. If not, you will get in big trouble. Check with locals about access.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us547","[{:month=>1, :stat=>5}, {:month=>2, :stat=>6}, {:month=>3, :stat=>7}, {:month=>4, :stat=>6}, {:month=>5, :stat=>3}, {:month=>6, :stat=>1}, {:month=>7, :stat=>1}, {:month=>8, :stat=>1}, {:month=>9, :stat=>2}, {:month=>10, :stat=>3}, {:month=>11, :stat=>4}, {:month=>12, :stat=>6}]"
"true","Lake Michigan ","Bridgman","Michigan (USA)","41.9422","","Big beach with a lot of space. Nice sand without shells or anything else. Can be crowded in summer on the main beach, but you will find a place.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us356","[{:month=>1, :stat=>46}, {:month=>2, :stat=>40}, {:month=>3, :stat=>27}, {:month=>4, :stat=>30}, {:month=>5, :stat=>16}, {:month=>6, :stat=>14}, {:month=>7, :stat=>13}, {:month=>8, :stat=>14}, {:month=>9, :stat=>18}, {:month=>10, :stat=>33}, {:month=>11, :stat=>40}, {:month=>12, :stat=>40}]"
"true","Lake Michigan ","Grand Haven","Michigan (USA)","43.056","","Wide sandy beach. Can get crowded in the summer with tourists. No obstacles in the water.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us534","[{:month=>1, :stat=>25}, {:month=>2, :stat=>19}, {:month=>3, :stat=>20}, {:month=>4, :stat=>29}, {:month=>5, :stat=>18}, {:month=>6, :stat=>15}, {:month=>7, :stat=>10}, {:month=>8, :stat=>14}, {:month=>9, :stat=>15}, {:month=>10, :stat=>20}, {:month=>11, :stat=>36}, {:month=>12, :stat=>41}]"
"true","Lake Michigan ","Traverse City, Northport","Michigan (USA)","45.1865","","Beautiful sandy beach. Secluded but sideonshore and safe. Launch down the beach in the dunes recreation area, not in front of any homes.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us344","[{:month=>1, :stat=>61}, {:month=>2, :stat=>58}, {:month=>3, :stat=>41}, {:month=>4, :stat=>39}, {:month=>5, :stat=>28}, {:month=>6, :stat=>24}, {:month=>7, :stat=>34}, {:month=>8, :stat=>38}, {:month=>9, :stat=>41}, {:month=>10, :stat=>51}, {:month=>11, :stat=>51}, {:month=>12, :stat=>57}]"
"true","Lake Michigan ","Muskegon","Michigan (USA)","43.2233","","Very long and open beach. Parking allows easy access to the water along a 3/4 of a mile long strip of beach. Plenty of room in the off-season to launch/land kites. The beach may be crowed during the summer months, but in most instances a safe and open launch site can be found. The beach is all sand, and there are no underwater obstructions.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us280","[{:month=>1, :stat=>62}, {:month=>2, :stat=>61}, {:month=>3, :stat=>52}, {:month=>4, :stat=>58}, {:month=>5, :stat=>52}, {:month=>6, :stat=>39}, {:month=>7, :stat=>32}, {:month=>8, :stat=>35}, {:month=>9, :stat=>39}, {:month=>10, :stat=>54}, {:month=>11, :stat=>62}, {:month=>12, :stat=>62}]"
